file,class,method,variable,usage
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboEndpoint,getRuntime/0,dubboProperties,5
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboEndpoint,getConfig/0,dubboProperties,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboEndpoint,getMetrics/0,dubboMetrics,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboOperationEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboOperationEndpoint,offline/0,registry,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboOperationEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboOperationEndpoint,init/0,registry,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboOperationEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboOperationEndpoint,init/0,dubboProperties,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/endpoint/DubboOperationEndpoint.java,com.alibaba.boot.dubbo.endpoint.DubboOperationEndpoint,online/0,registry,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboAutoConfiguration.java,com.alibaba.boot.dubbo.DubboAutoConfiguration,dubboProtocolConfig/0,properties,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboAutoConfiguration.java,com.alibaba.boot.dubbo.DubboAutoConfiguration,dubboApplicationConfig/0,properties,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboAutoConfiguration.java,com.alibaba.boot.dubbo.DubboAutoConfiguration,dubboRegistryConfig/0,properties,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setPort/1[int],port,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getProtocol/0,protocol,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setThreads/1[int],threads,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getAppname/0,appname,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getPort/0,port,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setVersion/1[java.lang.String],version,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getThreads/0,threads,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,registry,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,protocol,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,appname,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,port,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,threads,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,version,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,toString/0,group,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setProtocol/1[java.lang.String],protocol,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setAppname/1[java.lang.String],appname,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getRegistry/0,registry,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setGroup/1[java.lang.String],group,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,setRegistry/1[java.lang.String],registry,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getVersion/0,version,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/DubboProperties.java,com.alibaba.boot.dubbo.DubboProperties,getGroup/0,group,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/listener/ConsumerSubscribeListener.java,com.alibaba.boot.dubbo.listener.ConsumerSubscribeListener,referred/1[Invoker],SUBSCRIBEDINTERFACES_SET,1
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/listener/ConsumerSubscribeListener.java,com.alibaba.boot.dubbo.listener.ConsumerSubscribeListener,referred/1[Invoker],CONNECTION_MAP,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/boot/dubbo/listener/ConsumerSubscribeListener.java,com.alibaba.boot.dubbo.listener.ConsumerSubscribeListener,destroyed/1[Invoker],SUBSCRIBEDINTERFACES_SET,1
