file,class,method,line,cbo,wmc,rfc,loc,returns,variables,parameters,startLine,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setModule/1[ModuleConfig],122,1,1,0,3,0,0,1,122,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setProviders/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.ProviderConfig>],210,1,1,0,3,0,0,1,210,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,toString/0,223,0,1,0,3,1,0,0,223,0,0,0,0,16,0,0,1,0,0,0,0,16
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setRegistries/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.RegistryConfig>],186,1,1,0,3,0,0,1,186,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setRegistry/1[RegistryConfig],130,1,1,0,3,0,0,1,130,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getApplications/0,166,1,1,0,3,1,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setMonitor/1[MonitorConfig],146,1,1,0,3,0,0,1,146,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getProvider/0,150,1,1,0,3,1,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setConsumer/1[ConsumerConfig],162,1,1,0,3,0,0,1,162,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getMonitors/0,198,1,1,0,3,1,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getMonitor/0,142,1,1,0,3,1,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setConsumers/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.ConsumerConfig>],218,1,1,0,3,0,0,1,218,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getModule/0,118,1,1,0,3,1,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getModules/0,174,1,1,0,3,1,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getConsumers/0,214,1,1,0,3,1,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getProviders/0,206,1,1,0,3,1,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getRegistries/0,182,1,1,0,3,1,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setApplications/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.ApplicationConfig>],170,1,1,0,3,0,0,1,170,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getApplication/0,110,1,1,0,3,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setProtocols/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.ProtocolConfig>],194,1,1,0,3,0,0,1,194,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setMonitors/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.MonitorConfig>],202,1,1,0,3,0,0,1,202,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getConsumer/0,158,1,1,0,3,1,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getProtocol/0,134,1,1,0,3,1,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getProtocols/0,190,1,1,0,3,1,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setApplication/1[ApplicationConfig],114,1,1,0,3,0,0,1,114,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setProtocol/1[ProtocolConfig],138,1,1,0,3,0,0,1,138,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setModules/1[java.util.Map<java.lang.String,com.alibaba.dubbo.spring.boot.ModuleConfig>],178,1,1,0,3,0,0,1,178,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,isServer/0,102,0,1,0,3,1,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,getRegistry/0,126,1,1,0,3,1,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setServer/1[boolean],106,0,1,0,3,0,0,1,106,0,0,0,0,0,0,1,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProperties.java,com.alibaba.dubbo.spring.boot.DubboProperties,setProvider/1[ProviderConfig],154,1,1,0,3,0,0,1,154,0,0,0,0,0,0,1,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/listener/ConsumerSubscribeListener.java,com.alibaba.dubbo.spring.boot.listener.ConsumerSubscribeListener,referred/1[Invoker],30,4,1,4,8,0,5,1,30,0,0,0,0,0,0,5,0,0,0,0,0,15
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/listener/ConsumerSubscribeListener.java,com.alibaba.dubbo.spring.boot.listener.ConsumerSubscribeListener,destroyed/1[Invoker],40,4,1,4,8,0,5,1,40,0,0,0,0,0,0,5,0,0,0,0,0,13
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProviderAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboProviderAutoConfiguration,buildErrorMsg/1[java.lang.String[]],88,0,3,3,6,2,0,1,88,0,1,0,0,4,4,0,0,1,0,0,0,11
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProviderAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboProviderAutoConfiguration,initProviderBean/2[java.lang.String,java.lang.Object],50,4,6,30,27,0,10,2,50,0,3,0,2,7,2,10,0,2,0,0,0,18
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboProviderAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboProviderAutoConfiguration,init/0,40,3,4,7,9,0,1,0,40,1,0,0,0,0,1,1,0,2,0,0,0,6
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/health/DubboHealthIndicator.java,com.alibaba.dubbo.spring.boot.health.DubboHealthIndicator,doHealthCheck/1[Health],22,4,5,8,23,0,3,1,22,1,0,1,0,2,0,4,1,3,0,0,0,20
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboConsumerAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration,buildErrorMsg/1[java.lang.String[]],151,0,3,3,6,2,0,1,151,0,1,0,0,5,5,0,0,1,0,0,0,12
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboConsumerAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration,beanPostProcessor/0,53,4,1,0,47,1,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,30
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboConsumerAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration,getDubboReference/1[com.alibaba.dubbo.spring.boot.bean.ClassIdBean],48,1,1,1,3,1,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,8
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboConsumerAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration,getConsumerBean/3[java.lang.String,java.lang.reflect.Field,Reference],122,6,5,23,19,1,7,3,122,0,3,0,2,6,0,7,0,1,0,0,0,18
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseRegistries/4[java.lang.String[],com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],168,6,10,8,35,1,7,4,168,3,4,0,0,0,3,11,0,6,0,0,0,25
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,buildErrorMsg/1[java.lang.String[]],121,0,1,0,3,0,0,1,121,0,0,0,0,1,0,0,0,0,0,0,0,7
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseProtocols/4[java.lang.String[],com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],204,6,10,8,35,1,7,4,204,3,3,0,0,0,3,11,0,6,0,0,0,27
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseModule/4[java.lang.String,com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],149,6,5,6,18,1,2,4,149,0,3,0,0,1,0,6,0,3,0,0,0,20
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseApplication/4[java.lang.String,com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],126,6,6,8,22,1,2,4,126,0,4,0,0,2,0,7,0,3,0,0,0,23
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,initIdConfigMap/1[com.alibaba.dubbo.spring.boot.DubboProperties],38,17,17,11,74,2,21,1,38,7,0,0,0,0,0,22,0,3,0,0,0,42
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseMonitor/4[java.lang.String,com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],240,6,5,6,18,1,2,4,240,0,3,0,0,1,0,6,0,3,0,0,0,21
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseConsumer/4[java.lang.String,com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],278,6,5,6,18,1,2,4,278,0,3,0,0,1,0,6,0,3,0,0,0,21
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/DubboCommonAutoConfiguration.java,com.alibaba.dubbo.spring.boot.DubboCommonAutoConfiguration,parseProvider/4[java.lang.String,com.alibaba.dubbo.spring.boot.DubboProperties,Environment,java.lang.String[]],259,6,5,6,18,1,2,4,259,0,3,0,0,1,0,6,0,3,0,0,0,21
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,getVersion/0,35,0,1,0,3,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,ClassIdBean/3[java.lang.Class<?>,java.lang.String,java.lang.String],21,0,1,0,5,0,0,3,21,0,0,0,0,0,0,3,0,0,0,0,0,6
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,toString/0,69,0,1,0,3,1,0,0,69,0,0,0,0,4,0,0,1,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,getInterfaceClass/0,27,0,1,0,3,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,hashCode/0,60,0,4,2,7,1,1,0,60,0,3,0,3,0,7,4,6,0,0,0,0,3
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,equals/1[java.lang.Object],40,1,8,2,16,5,1,1,40,0,5,0,1,0,0,1,0,1,0,0,0,10
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/bean/ClassIdBean.java,com.alibaba.dubbo.spring.boot.bean.ClassIdBean,getGroup/0,31,0,1,0,3,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2
